"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000023lG000718"	"ptg000023lG000718.mRNA1"	"FCER1G"	"High affinity immunoglobulin epsilon receptor subunit gamma"	"ITAM,TCR_zetazeta"	"215358.XP_010735583.1"	2.22e-60
"ptg000023lG000719"	"ptg000023lG000719.mRNA1"	"PVRL4"	"Poliovirus receptor-related"	"C2-set_2,Ig_3,V-set,ig"	"215358.XP_010735600.1"	0
"ptg000023lG000720"	"ptg000023lG000720.mRNA1"	"OTUB1"	"OTU domain, ubiquitin aldehyde binding 1b"	"Peptidase_C65"	"215358.XP_010735586.1"	1e-191
"ptg000023lG000721"	"ptg000023lG000721.mRNA1"	"METTL12"	"Methyltransferase-like protein 12"	"Methyltransf_25,Methyltransf_31"	"215358.XP_010735587.1"	8.82e-177
"ptg000023lG000722"	"ptg000023lG000722.mRNA1"	"-"	"Ependymin-like"	"Ependymin"	"215358.XP_010735588.1"	2.96e-139
"ptg000023lG000723"	"ptg000023lG000723.mRNA1"	"-"	"Ependymin-like"	"Ependymin"	"215358.XP_010735589.1"	1.08e-131
"ptg000023lG000724"	"ptg000023lG000724.mRNA1"	"ALPK1"	"Alpha-kinase 1"	"Alpha_kinase"	"215358.XP_010735601.1"	0
"ptg000023lG000725"	"ptg000023lG000725.mRNA1"	"RASGRP2"	"RAS guanyl releasing protein 2 (calcium and DAG-regulated)"	"C1_1,EF-hand_5,EF-hand_6,RasGEF,RasGEF_N"	"215358.XP_010735590.1"	1.89e-305
"ptg000023lG000726"	"ptg000023lG000726.mRNA1"	"NRXN2"	"Neurexin"	"EGF,Laminin_G_2,Syndecan"	"144197.XP_008282099.1"	4.92e-171
"ptg000023lG000727"	"ptg000023lG000727.mRNA1"	"NRXN2"	"Laminin G domain"	"EGF,Laminin_G_2,Syndecan"	"32507.XP_006802653.1"	0
"ptg000023lG000728"	"ptg000023lG000728.mRNA1"	"Nrxn1"	"Neuronal cell surface protein that may be involved in cell recognition and cell adhesion by forming intracellular junctions through binding to neuroligins. May play a role in formation or maintenance of synaptic junctions. May mediate intracellular signaling. May play a role in angiogenesis (By similarity)"	"Laminin_G_2,Syndecan"	"8010.XP_010886218.1"	2.5e-83
"ptg000023lG000729"	"ptg000023lG000729.mRNA1"	"NRXN2"	"neuroligin family protein binding"	"EGF,Laminin_G_2,Syndecan"	"48698.ENSPFOP00000031158"	2.97e-212
"ptg000023lG000730"	"ptg000023lG000730.mRNA1"	"MAP3K11"	"Mitogen-activated protein kinase kinase kinase"	"Pkinase_Tyr,SH3_1,SH3_2,SH3_9"	"215358.XP_010730045.1"	0
"ptg000023lG000731"	"ptg000023lG000731.mRNA1"	"DRAP1"	"DR1-associated"	"CBFD_NFYB_HMF"	"215358.XP_010730031.1"	6.15e-128
"ptg000023lG000732"	"ptg000023lG000732.mRNA1"	"C11orf68"	"Chromosome 11 open reading frame 68"	"DUF1917"	"215358.XP_010730032.1"	1.57e-184
"ptg000023lG000733"	"ptg000023lG000733.mRNA1"	"RELA"	"V-rel reticuloendotheliosis viral oncogene homolog A"	"RHD_DNA_bind,RHD_dimer"	"215358.XP_010730033.1"	0
"ptg000023lG000734"	"ptg000023lG000734.mRNA1"	"PPP1CB"	"myosin-light-chain-phosphatase activity"	"Metallophos,STPPase_N"	"215358.XP_010730034.1"	2.04e-205
"ptg000023lG000735"	"ptg000023lG000735.mRNA1"	"SLC29A2"	"Solute carrier family 29 (equilibrative nucleoside transporter), member 2"	"Nucleoside_tran"	"215358.XP_010730035.1"	1.7e-271
"ptg000023lG000736"	"ptg000023lG000736.mRNA1"	"-"	"Immunoglobulin V-set domain"	"Ig_3,V-set"	"215358.XP_010730037.1"	3.07e-89
"ptg000023lG000737"	"ptg000023lG000737.mRNA1"	"-"	"Immunoglobulin V-set domain"	"Ig_3,V-set"	"215358.XP_010730037.1"	1.09e-155
"ptg000023lG000738"	"ptg000023lG000738.mRNA1"	"S100A9"	"neutrophil aggregation"	"S_100"	"215358.XP_010730039.1"	2.3e-59
"ptg000023lG000739"	"ptg000023lG000739.mRNA1"	"KIAA0232"	"Zgc 158564"	"DUF4603"	"215358.XP_010730042.1"	0
"ptg000023lG000740"	"ptg000023lG000740.mRNA1"	"TBC1D14"	"TBC1 domain family member"	"RabGAP-TBC"	"215358.XP_010730043.1"	0
"ptg000023lG000741"	"ptg000023lG000741.mRNA1"	"CCL14"	"C-C motif chemokine"	"IL8"	"215358.XP_010730044.1"	8.85e-61
"ptg000023lG000744"	"ptg000023lG000744.mRNA1"	"CCDC96"	"coiled-coil domain-containing protein"	"DUF4201"	"215358.XP_010740825.1"	8.08e-305
"ptg000023lG000745"	"ptg000023lG000745.mRNA1"	"TADA2B"	"Transcriptional adaptor 2 (ADA2 homolog, yeast)-beta"	"Myb_DNA-binding,ZZ"	"215358.XP_010740823.1"	0
"ptg000023lG000746"	"ptg000023lG000746.mRNA1"	"GRPEL1"	"Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner"	"GrpE"	"215358.XP_010740822.1"	3.29e-147
"ptg000023lG000747"	"ptg000023lG000747.mRNA1"	"SORCS2"	"Sortilin-related VPS10 domain containing receptor 2"	"PKD,Sortilin-Vps10,Sortilin_C"	"32507.XP_006802677.1"	2.52e-52
"ptg000023lG000748"	"ptg000023lG000748.mRNA1"	"SORCS2"	"Sortilin-related VPS10 domain containing receptor 2"	"PKD,Sortilin-Vps10,Sortilin_C"	"215358.XP_010740824.1"	0
"ptg000023lG000750"	"ptg000023lG000750.mRNA1"	"-"	"Macrophage mannose receptor 1-like"	"Lectin_C"	"303518.XP_005755366.1"	1.84e-92
"ptg000023lG000751"	"ptg000023lG000751.mRNA1"	"-"	"Myb/SANT-like DNA-binding domain"	"Myb_DNA-bind_4"	"8153.XP_005927958.1"	1.42e-15
"ptg000023lG000752"	"ptg000023lG000752.mRNA1"	"-"	"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)"	"Lectin_C"	"144197.XP_008303568.1"	2.17e-46
"ptg000023lG000753"	"ptg000023lG000753.mRNA1"	"AFAP1"	"Actin filament associated protein 1"	"PH"	"215358.XP_010744355.1"	0
"ptg000023lG000754"	"ptg000023lG000754.mRNA1"	"ABLIM2"	"Actin binding LIM protein family, member 2"	"AbLIM_anchor,LIM,VHP"	"215358.XP_010744349.1"	0
"ptg000023lG000755"	"ptg000023lG000755.mRNA1"	"ZCCHC4"	"Zinc finger CCHC"	"N6-adenineMlase,zf-CCHC,zf-GRF"	"215358.XP_010744356.1"	0
"ptg000023lG000758"	"ptg000023lG000758.mRNA1"	"-"	"-"	"Dimer_Tnp_hAT"	"8153.XP_005951291.1"	9.68e-66
"ptg000023lG000765"	"ptg000023lG000765.mRNA1"	"MBLAC1"	"Metallo-beta-lactamase domain containing 1"	"Lactamase_B"	"215358.XP_010754430.1"	5.26e-163
"ptg000023lG000766"	"ptg000023lG000766.mRNA1"	"tm4sf5"	"Zgc 172079"	"L6_membrane"	"215358.XP_010754429.1"	8.32e-140
"ptg000023lG000768"	"ptg000023lG000768.mRNA1"	"-"	"-"	"-"	"7994.ENSAMXP00000000091"	2.18e-48
"ptg000023lG000769"	"ptg000023lG000769.mRNA1"	"GAL3ST2"	"Galactose-3-O-sulfotransferase"	"Gal-3-0_sulfotr"	"215358.XP_010754822.1"	0
"ptg000023lG000770"	"ptg000023lG000770.mRNA1"	"C7orf43"	"Chromosome 7 open reading frame 43"	"DUF4707"	"69293.ENSGACP00000000909"	8.59e-206
"ptg000023lG000771"	"ptg000023lG000771.mRNA1"	"ZAN"	"Zonadhesin (gene pseudogene)"	"C8,EGF,MAM,TIL,TILa,VWD"	"144197.XP_008303994.1"	8.11e-202
"ptg000023lG000772"	"ptg000023lG000772.mRNA1"	"ZAN"	"Zonadhesin (gene pseudogene)"	"C8,EGF,MAM,TIL,TILa,VWD"	"215358.XP_010753781.1"	0
"ptg000023lG000773"	"ptg000023lG000773.mRNA1"	"ZAN"	"Zonadhesin (gene pseudogene)"	"C8,EGF,EGF_CA,Fibrinogen_C,Gal_Lectin,Lectin_C,MAM,TIL,TILa,VWD,Zona_pellucida"	"244447.XP_008320519.1"	1.94e-171
"ptg000023lG000774"	"ptg000023lG000774.mRNA1"	"-"	"-"	"-"	"8049.ENSGMOP00000017270"	1.06e-45
"ptg000023lG000775"	"ptg000023lG000775.mRNA1"	"ZAN"	"Zonadhesin (gene pseudogene)"	"C8,EGF,MAM,TIL,TILa,VWD"	"215358.XP_010753781.1"	0
"ptg000023lG000776"	"ptg000023lG000776.mRNA1"	"ZAN"	"Zonadhesin (gene pseudogene)"	"C8,EGF,EGF_CA,Fibrinogen_C,Gal_Lectin,Lectin_C,MAM,TIL,TILa,VWD,Zona_pellucida"	"244447.XP_008320519.1"	1.94e-171
"ptg000023lG000777"	"ptg000023lG000777.mRNA1"	"-"	"-"	"-"	"8049.ENSGMOP00000017270"	1.06e-45
"ptg000023lG000780"	"ptg000023lG000780.mRNA1"	"SERPINE1"	"Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	"Serpin"	"215358.XP_010753713.1"	3.84e-278
"ptg000023lG000781"	"ptg000023lG000781.mRNA1"	"AP1S1"	"Adaptor-related protein complex 1, sigma 1 subunit"	"Clat_adaptor_s"	"106582.XP_004574868.1"	7.3e-95
"ptg000023lG000782"	"ptg000023lG000782.mRNA1"	"VGF"	"Neurosecretory protein"	"-"	"215358.XP_010751616.1"	0
"ptg000023lG000783"	"ptg000023lG000783.mRNA1"	"SNAPC2"	"Small nuclear RNA activating complex, polypeptide 2, 45kDa"	"SnAPC_2_like"	"215358.XP_010751611.1"	1.14e-277
"ptg000023lG000785"	"ptg000023lG000785.mRNA1"	"ACHE"	"Belongs to the type-B carboxylesterase lipase family"	"AChE_tetra,COesterase"	"215358.XP_010745895.1"	0
"ptg000023lG000786"	"ptg000023lG000786.mRNA1"	"-"	"Schwannomin-interacting protein 1"	"SCHIP-1"	"244447.XP_008320490.1"	7.38e-109
"ptg000023lG000787"	"ptg000023lG000787.mRNA1"	"-"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010751620.1"	1.01e-173
"ptg000023lG000788"	"ptg000023lG000788.mRNA1"	"C17orf49"	"Chromatin complexes subunit"	"Myb_DNA-binding"	"215358.XP_010751621.1"	1.48e-109
"ptg000023lG000789"	"ptg000023lG000789.mRNA1"	"RNASEK"	"endoribonuclease activity"	"-"	"215358.XP_010751625.1"	1.07e-67
"ptg000023lG000790"	"ptg000023lG000790.mRNA1"	"alox15"	"Arachidonate 12-lipoxygenase"	"Lipoxygenase,PLAT"	"215358.XP_010751624.1"	0
"ptg000023lG000791"	"ptg000023lG000791.mRNA1"	"PELP1"	"Proline, glutamate and leucine rich protein 1"	"NUC202,RIX1"	"215358.XP_010752358.1"	0
"ptg000023lG000792"	"ptg000023lG000792.mRNA1"	"MED11"	"Mediator of RNA polymerase II transcription subunit"	"Med11"	"215358.XP_010752356.1"	1.84e-60
"ptg000023lG000793"	"ptg000023lG000793.mRNA1"	"ARRB2"	"Arrestin, beta"	"Arrestin_C,Arrestin_N"	"215358.XP_010752357.1"	3.33e-225
"ptg000023lG000794"	"ptg000023lG000794.mRNA1"	"CD99L2"	"CD99 antigen-like"	"CD99L2"	"215358.XP_010752355.1"	1.15e-102
"ptg000023lG000795"	"ptg000023lG000795.mRNA1"	"MTMR1"	"Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily"	"GRAM,Myotub-related"	"215358.XP_010752350.1"	0
"ptg000023lG000799"	"ptg000023lG000799.mRNA1"	"MTM1"	"Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily"	"GRAM,Myotub-related"	"215358.XP_010754260.1"	0
"ptg000023lG000801"	"ptg000023lG000801.mRNA1"	"NAT16"	"N-acetyltransferase 16"	"Acetyltransf_1"	"215358.XP_010753035.1"	1.68e-247
"ptg000023lG000802"	"ptg000023lG000802.mRNA1"	"ACOX3"	"acyl-coenzyme A oxidase 3"	"ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_ox_N"	"144197.XP_008286603.1"	0
"ptg000023lG000805"	"ptg000023lG000805.mRNA1"	"HTRA3"	"HtrA serine peptidase"	"IGFBP,Kazal_2,PDZ_2,Trypsin_2"	"144197.XP_008286605.1"	0
"ptg000023lG000806"	"ptg000023lG000806.mRNA1"	"SH3TC1"	"SH3 domain and tetratricopeptide"	"SH3_1,TPR_12,TPR_7,TPR_8"	"215358.XP_010751322.1"	0
"ptg000023lG000807"	"ptg000023lG000807.mRNA1"	"-"	"zinc finger protein"	"zf-C2H2"	"215358.XP_010751321.1"	2.12e-246
"ptg000023lG000810"	"ptg000023lG000810.mRNA1"	"-"	"Conserved hypothetical protein"	"Dimer_Tnp_hAT"	"7029.ACYPI20187-PA"	6.38e-29
"ptg000023lG000811"	"ptg000023lG000811.mRNA1"	"MPDU1"	"mannose-P-dolichol utilization defect"	"PQ-loop"	"215358.XP_010739062.1"	9.76e-160
"ptg000023lG000813"	"ptg000023lG000813.mRNA1"	"-"	"SRY (sex determining region Y)-box 19a"	"HMG_box,SOXp"	"215358.XP_010739063.1"	3.74e-213
"ptg000023lG000814"	"ptg000023lG000814.mRNA1"	"EIF4A1"	"Eukaryotic translation initiation factor 4A, isoform 1B"	"DEAD,Helicase_C"	"215358.XP_010739064.1"	1.01e-291
"ptg000023lG000815"	"ptg000023lG000815.mRNA1"	"SENP3"	"SUMO1 sentrin SMT3 specific peptidase"	"Peptidase_C48"	"215358.XP_010739065.1"	0
"ptg000023lG000816"	"ptg000023lG000816.mRNA1"	"ZNF251"	"Zinc finger protein"	"KRAB,zf-C2H2"	"8153.XP_005950288.1"	1.15e-07
"ptg000023lG000817"	"ptg000023lG000817.mRNA1"	"SSTR1"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"144197.XP_008297261.1"	3.33e-265
"ptg000023lG000818"	"ptg000023lG000818.mRNA1"	"-"	"Endosialin-like"	"EGF_CA,FXa_inhibition,Lectin_C,cEGF"	"215358.XP_010750084.1"	0
"ptg000023lG000819"	"ptg000023lG000819.mRNA1"	"RCE1"	"RCE1 homolog, prenyl protein peptidase (S. cerevisiae)"	"Abi"	"215358.XP_010750085.1"	5.97e-222
"ptg000023lG000820"	"ptg000023lG000820.mRNA1"	"PELI3"	"Pellino E3 ubiquitin protein ligase family member 3"	"Pellino"	"32507.XP_006808550.1"	0
"ptg000023lG000821"	"ptg000023lG000821.mRNA1"	"RAB1B"	"zRAB1B, member RAS oncogene family a"	"Ras"	"144197.XP_008301329.1"	1.38e-121
"ptg000023lG000822"	"ptg000023lG000822.mRNA1"	"-"	"Ephrin receptor ligand binding domain"	"Ephrin_lbd,Ephrin_rec_like,Pkinase_Tyr,fn3"	"144197.XP_008301330.1"	0
"ptg000023lG000823"	"ptg000023lG000823.mRNA1"	"ehbp1l1"	"EH domain binding protein 1-like 1"	"CH,DUF3585,NT-C2"	"215358.XP_010750803.1"	0
"ptg000023lG000824"	"ptg000023lG000824.mRNA1"	"ehbp1l1"	"EH domain binding protein 1-like 1"	"CH,DUF3585,NT-C2"	"215358.XP_010750803.1"	0
"ptg000023lG000825"	"ptg000023lG000825.mRNA1"	"KCNK7"	"Potassium channel subfamily K member"	"Ion_trans_2"	"215358.XP_010750809.1"	3.51e-231
"ptg000023lG000826"	"ptg000023lG000826.mRNA1"	"TAF6L"	"TAF6-like RNA polymerase II, p300 CBP-associated"	"TAF,TAF6_C"	"215358.XP_010750800.1"	0
"ptg000023lG000827"	"ptg000023lG000827.mRNA1"	"-"	"Zinc finger protein 36, C3H1 type-like"	"zf-CCCH"	"215358.XP_010750801.1"	1.52e-188
"ptg000023lG000828"	"ptg000023lG000828.mRNA1"	"MTA2"	"Metastasis associated 1 family, member 2"	"BAH,ELM2,GATA,MTA_R1,Myb_DNA-binding"	"215358.XP_010750802.1"	0
"ptg000023lG000829"	"ptg000023lG000829.mRNA1"	"eml3"	"Echinoderm microtubule associated protein like 3"	"HELP,WD40"	"215358.XP_010741390.1"	0
"ptg000023lG000831"	"ptg000023lG000831.mRNA1"	"ECSIT"	"Evolutionarily conserved signaling intermediate in Toll pathway"	"ECSIT,ECSIT_C"	"215358.XP_010741389.1"	0
"ptg000023lG000832"	"ptg000023lG000832.mRNA1"	"-"	"-"	"-"	"215358.XP_010741393.1"	0
"ptg000023lG000833"	"ptg000023lG000833.mRNA1"	"C11orf95"	"Chromosome 11 open reading frame 95"	"-"	"215358.XP_010741398.1"	0
"ptg000023lG000835"	"ptg000023lG000835.mRNA1"	"RTN3"	"Reticulon 3"	"Reticulon"	"215358.XP_010741399.1"	0
"ptg000023lG000836"	"ptg000023lG000836.mRNA1"	"MEN1"	"Multiple endocrine neoplasia type 1"	"Menin"	"215358.XP_010744768.1"	0
"ptg000023lG000837"	"ptg000023lG000837.mRNA1"	"MAP4K2"	"Mitogen-activated protein kinase kinase kinase kinase"	"CNH,Pkinase"	"215358.XP_010744769.1"	1.17e-252
"ptg000023lG000838"	"ptg000023lG000838.mRNA1"	"MAP4K2"	"Mitogen-activated protein kinase kinase kinase kinase"	"CNH,Pkinase"	"215358.XP_010744769.1"	0
"ptg000023lG000839"	"ptg000023lG000839.mRNA1"	"-"	"Runt-related transcription factor 3-like"	"Runt"	"106582.XP_004553567.1"	3.34e-31
"ptg000023lG000840"	"ptg000023lG000840.mRNA1"	"HIPK2"	"kinase 2"	"Pkinase"	"225400.XP_006777198.1"	3.24e-52
"ptg000023lG000841"	"ptg000023lG000841.mRNA1"	"-"	"RNA binding motif protein 4.2"	"RRM_1,zf-CCHC"	"215358.XP_010749846.1"	1.63e-217
"ptg000023lG000842"	"ptg000023lG000842.mRNA1"	"RBM4B"	"RNA binding motif protein 4.1"	"RRM_1,zf-CCHC"	"215358.XP_010749844.1"	7.53e-292
"ptg000023lG000843"	"ptg000023lG000843.mRNA1"	"SF1"	"splicing factor 1"	"KH_1,SF1-HH,zf-CCHC"	"215358.XP_010749843.1"	0
"ptg000023lG000844"	"ptg000023lG000844.mRNA1"	"PYGM"	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties"	"Phosphorylase"	"215358.XP_010749842.1"	0
"ptg000023lG000845"	"ptg000023lG000845.mRNA1"	"-"	"erythroblast transformation specific domain"	"Ets,SAM_PNT"	"215358.XP_010749847.1"	1.87e-275
"ptg000023lG000846"	"ptg000023lG000846.mRNA1"	"SLX1A"	"Catalytic subunit of the SLX1-SLX4 structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA"	"FANCL_C,GIY-YIG"	"215358.XP_010749840.1"	8.69e-190
"ptg000023lG000847"	"ptg000023lG000847.mRNA1"	"-"	"Membrane-spanning 4-domains subfamily A member"	"-"	"215358.XP_010749839.1"	2.56e-151
"ptg000023lG000848"	"ptg000023lG000848.mRNA1"	"CD68"	"CD68 molecule"	"Lamp"	"215358.XP_010749838.1"	6.07e-117
"ptg000023lG000850"	"ptg000023lG000850.mRNA1"	"ING2"	"Inhibitor of growth"	"ING"	"215358.XP_010749837.1"	7.39e-191
"ptg000023lG000851"	"ptg000023lG000851.mRNA1"	"-"	"AAA ATPase domain"	"DUF4062,NACHT,WD40"	"7994.ENSAMXP00000007579"	0
"ptg000023lG000853"	"ptg000023lG000853.mRNA1"	"ADAM33"	"disintegrin and metalloproteinase"	"ADAM_CR,Disintegrin,Pep_M12B_propep,Reprolysin"	"144197.XP_008285992.1"	2.61e-148
"ptg000023lG000854"	"ptg000023lG000854.mRNA1"	"ADAM33"	"disintegrin and metalloproteinase"	"ADAM_CR,Disintegrin,Pep_M12B_propep,Reprolysin"	"215358.XP_010739527.1"	7.87e-252
"ptg000023lG000855"	"ptg000023lG000855.mRNA1"	"ADAM33"	"disintegrin and metalloproteinase"	"ADAM_CR,Disintegrin,Pep_M12B_propep,Reprolysin"	"215358.XP_010739527.1"	1.44e-103
"ptg000023lG000856"	"ptg000023lG000856.mRNA1"	"PCED1A"	"PC-esterase domain-containing protein 1A-like"	"PC-Esterase"	"215358.XP_010739528.1"	0
"ptg000023lG000857"	"ptg000023lG000857.mRNA1"	"LRCH4"	"Leucine-rich repeats and calponin homology (CH) domain containing 4"	"CH,LRR_8"	"215358.XP_010739529.1"	9.71e-297
"ptg000023lG000858"	"ptg000023lG000858.mRNA1"	"H2AFZ"	"H2A histone family, member"	"Histone,Histone_H2A_C"	"144197.XP_008298729.1"	4.31e-83
"ptg000023lG000860"	"ptg000023lG000860.mRNA1"	"MLLT3"	"Myeloid lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila)"	"YEATS"	"215358.XP_010739523.1"	0
"ptg000023lG000861"	"ptg000023lG000861.mRNA1"	"FOCAD"	"focadhesin"	"DUF3730,Focadhesin"	"215358.XP_010739526.1"	0
"ptg000023lG000862"	"ptg000023lG000862.mRNA1"	"PTPLAD2"	"Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators"	"PTPLA"	"215358.XP_010739525.1"	1.55e-148
"ptg000023lG000863"	"ptg000023lG000863.mRNA1"	"-"	"Domain of unknown function (DUF4585)"	"DUF4585"	"144197.XP_008286070.1"	0
"ptg000023lG000864"	"ptg000023lG000864.mRNA1"	"-"	"-"	"-"	"7994.ENSAMXP00000015455"	7.7e-29
"ptg000023lG000865"	"ptg000023lG000865.mRNA1"	"-"	"-"	"-"	"8128.ENSONIP00000006544"	4.27e-20
"ptg000023lG000870"	"ptg000023lG000870.mRNA1"	"-"	"cytoskeletal anchoring at nuclear membrane"	"Sad1_UNC"	"244447.XP_008319104.1"	1.57e-58
"ptg000023lG000871"	"ptg000023lG000871.mRNA1"	"-"	"-"	"-"	"215358.XP_010754127.1"	5.32e-56
"ptg000023lG000872"	"ptg000023lG000872.mRNA1"	"NUGGC"	"Nuclear GTPase"	"Dynamin_N"	"69293.ENSGACP00000015096"	3.34e-12
"ptg000023lG000874"	"ptg000023lG000874.mRNA1"	"SPATA6L"	"Spermatogenesis associated 6-like"	"SPATA6"	"244447.XP_008317515.1"	8.66e-145
"ptg000023lG000875"	"ptg000023lG000875.mRNA1"	"SLC1A1"	"amino acid transporter"	"SDF"	"215358.XP_010746436.1"	0
"ptg000023lG000876"	"ptg000023lG000876.mRNA1"	"RAP1GDS1"	"dissociation stimulator 1"	"Arm"	"215358.XP_010746433.1"	6.59e-300
"ptg000023lG000877"	"ptg000023lG000877.mRNA1"	"TSPAN5"	"tetraspanin"	"Tetraspannin"	"8153.XP_005951425.1"	6.21e-203
"ptg000023lG000878"	"ptg000023lG000878.mRNA1"	"-"	"positive regulation of pathway-restricted SMAD protein phosphorylation"	"TGF_beta"	"144197.XP_008286066.1"	2.31e-129
"ptg000023lG000880"	"ptg000023lG000880.mRNA1"	"FREM1"	"extracellular matrix"	"Cadherin_3,Calx-beta,Lectin_C"	"215358.XP_010746439.1"	0
"ptg000023lG000881"	"ptg000023lG000881.mRNA1"	"FREM1"	"extracellular matrix"	"Cadherin_3,Calx-beta,Lectin_C"	"215358.XP_010746439.1"	0
"ptg000023lG000882"	"ptg000023lG000882.mRNA1"	"ZMYND15"	"zinc finger"	"zf-MYND"	"215358.XP_010746426.1"	0
"ptg000023lG000883"	"ptg000023lG000883.mRNA1"	"PAQR9"	"Progestin and adipoQ receptor family member"	"HlyIII"	"215358.XP_010746437.1"	2.66e-296
"ptg000023lG000884"	"ptg000023lG000884.mRNA1"	"ACO1"	"Belongs to the aconitase IPM isomerase family"	"Aconitase,Aconitase_C"	"215358.XP_010746424.1"	0
"ptg000023lG000885"	"ptg000023lG000885.mRNA1"	"TRMT10A"	"tRNA methyltransferase 10 homolog"	"tRNA_m1G_MT"	"215358.XP_010746423.1"	9.66e-164
"ptg000023lG000886"	"ptg000023lG000886.mRNA1"	"ARSJ"	"Arylsulfatase family, member J"	"Sulfatase"	"215358.XP_010736816.1"	0
"ptg000023lG000887"	"ptg000023lG000887.mRNA1"	"CAMK2D"	"Calcium calmodulin-dependent protein kinase"	"CaMKII_AD,Pkinase"	"106582.XP_004575920.1"	0
"ptg000023lG000888"	"ptg000023lG000888.mRNA1"	"ANK2"	"neuronal"	"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5"	"215358.XP_010736826.1"	0
"ptg000023lG000890"	"ptg000023lG000890.mRNA1"	"MAD2L1"	"MAD2 mitotic arrest deficient-like 1 (yeast)"	"HORMA"	"215358.XP_010736823.1"	9.52e-141
"ptg000023lG000891"	"ptg000023lG000891.mRNA1"	"PDE5A"	"Phosphodiesterase 5A, cGMP-specific, b"	"GAF,PDEase_I"	"215358.XP_010736824.1"	0
"ptg000023lG000893"	"ptg000023lG000893.mRNA1"	"-"	"Si ch73-193c12.2"	"Myb_DNA-bind_4"	"8128.ENSONIP00000022938"	1.73e-21
"ptg000023lG000894"	"ptg000023lG000894.mRNA1"	"-"	"-"	"-"	"215358.XP_010750021.1"	3.39e-89
"ptg000023lG000895"	"ptg000023lG000895.mRNA1"	"-"	"Ribonuclease H protein"	"Exo_endo_phos_2,RVT_1"	"8153.XP_005952775.1"	2.07e-26
"ptg000023lG000901"	"ptg000023lG000901.mRNA1"	"-"	"-"	"-"	"281687.CJA33270"	4.59e-18
"ptg000023lG000902"	"ptg000023lG000902.mRNA1"	"-"	"R-spondin family, member 4"	"Furin-like_2"	"215358.XP_010745434.1"	4.11e-08
"ptg000023lG000903"	"ptg000023lG000903.mRNA1"	"-"	"-"	"-"	"69293.ENSGACP00000001805"	3.13e-54
"ptg000023lG000904"	"ptg000023lG000904.mRNA1"	"-"	"-"	"-"	"6334.EFV46272"	8.06e-30
"ptg000023lG000905"	"ptg000023lG000905.mRNA1"	"-"	"Olfactory receptor"	"7tm_4"	"215358.XP_010742595.1"	2.47e-46
"ptg000024lG000001"	"ptg000024lG000001.mRNA1"	"-"	"RNA-directed DNA polymerase from mobile element jockey-like"	"Exo_endo_phos_2,RVT_1"	"215358.XP_010754736.1"	3.51e-38
"ptg000026lG000001"	"ptg000026lG000001.mRNA1"	"KAT6A"	"cellular senescence"	"Linker_histone,MOZ_SAS,PHD"	"482537.XP_008569435.1"	2.4e-49
"ptg000026lG000002"	"ptg000026lG000002.mRNA1"	"CDCA2"	"cell division"	"PP1_bind"	"215358.XP_010738054.1"	0
"ptg000026lG000003"	"ptg000026lG000003.mRNA1"	"SEMA4C"	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"	"PSI,Sema"	"215358.XP_010738052.1"	0
"ptg000026lG000004"	"ptg000026lG000004.mRNA1"	"TBX1"	"T-box transcription factor"	"T-box"	"8128.ENSONIP00000019923"	0
"ptg000026lG000005"	"ptg000026lG000005.mRNA1"	"GNB1L"	"Guanine nucleotide binding protein (G protein), beta polypeptide 1-like"	"WD40"	"215358.XP_010731728.1"	8.23e-248
"ptg000026lG000006"	"ptg000026lG000006.mRNA1"	"TXNRD2"	"Thioredoxin reductase 2"	"Pyr_redox_2,Pyr_redox_dim"	"215358.XP_010731846.1"	0
